name	start	end	size	instruction_count	direct_calls	import_calls_or_refs	string_refs_sample
sub_004095D0	0x4095d0	0x40967c	172	64	sub_004E5F10,sub_004E5F40,sub_0063B7F0,sub_0063B830		
sub_0040967C	0x40967c	0x4096a0	36	22			_Lock
sub_004096A0	0x4096a0	0x4096f0	80	33	sub_0040B580,sub_004E5F10		
sub_004096F0	0x4096f0	0x409740	80	35	sub_0040B670,sub_004E5F10		
sub_00409740	0x409740	0x409770	48	21			
sub_00409770	0x409770	0x4097c0	80	39	sub_00408200,sub_004E5F10		
sub_004097C0	0x4097c0	0x409810	80	35	sub_0040A310,sub_004E5F10		
sub_00409810	0x409810	0x409870	96	44	sub_004086D0,sub_004E5F10		
sub_00409870	0x409870	0x4098c0	80	35	sub_004098C0,sub_004E5F10		
sub_004098C0	0x4098c0	0x409920	96	43	sub_00409920,sub_004E5F10		
sub_00409920	0x409920	0x409970	80	35	sub_00406CB0,sub_004E5F10		
sub_00409970	0x409970	0x4099d0	96	34	sub_00402820,sub_00405350,sub_004E5F10		
sub_004099D0	0x4099d0	0x409a30	96	45	sub_00409A30,sub_0040BB20,sub_004E5F10		
sub_00409A30	0x409a30	0x409a80	80	35	sub_004E5F10,sub_004EBE60		
sub_00409A80	0x409a80	0x409ae0	96	43	sub_00405C00,sub_00405C50,sub_0040BB20,sub_004E5F10		
sub_00409AE0	0x409ae0	0x409b40	96	45	sub_00409A30,sub_00409B40,sub_004E5F10		
sub_00409B40	0x409b40	0x409c10	208	74	sub_00402820,sub_00405940,sub_00405C00,sub_00405C50,sub_00407860,sub_004078B0,sub_00409C10,sub_0040BBE0,sub_004E5F10		
sub_00409C10	0x409c10	0x409c60	80	35	sub_004E5F10,sub_004EBEF0		
sub_00409C60	0x409c60	0x409ca0	64	25	sub_00402820,sub_004E5F10		
sub_00409CA0	0x409ca0	0x409d70	208	82	sub_00405BC0,sub_004079A0,sub_00407AB0,sub_0040BC30,sub_004E5F10		
sub_00409D70	0x409d70	0x409e60	240	89	sub_004059E0,sub_00407970,sub_00409C10,sub_00409C60,sub_00409E60,sub_004E5F10		
sub_00409E60	0x409e60	0x409ed0	112	42	sub_004E5F10,sub_004E6DC0		nRefs > 0 | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
sub_00409ED0	0x409ed0	0x409fd0	256	96	sub_0040A140,sub_0040A1E0,sub_0040A2B0,sub_0040BD00,sub_0040C030,sub_0040CB30,sub_004E5F10,sub_0063BAE0		
sub_00409FD0	0x409fd0	0x40a080	176	66	sub_00408B40,sub_0040A140,sub_0040A1E0,sub_0040A2B0,sub_0040C030,sub_0040CB30,sub_004E5F10		
sub_0040A080	0x40a080	0x40a140	192	69	sub_0040A140,sub_0040A2B0,sub_0040CF40,sub_004E5F10,sub_0063BB60		
sub_0040A140	0x40a140	0x40a1b0	112	46	sub_0040A1B0,sub_0040A2B0,sub_004E5F10		
sub_0040A1B0	0x40a1b0	0x40a1e0	48	21			
sub_0040A1E0	0x40a1e0	0x40a2b0	208	78	sub_00408CB0,sub_0040A140,sub_0040BE00,sub_0040BE70,sub_004E5F10,sub_0063BAE0		
sub_0040A2B0	0x40a2b0	0x40a310	96	43			
sub_0040A310	0x40a310	0x40a340	48	21			
sub_0040A340	0x40a340	0x40a390	80	37	sub_004E5F10,sub_004E6100		
sub_0040A390	0x40a390	0x40a3e0	80	39	sub_0040C0B0,sub_004E5F10		
sub_0040A3E0	0x40a3e0	0x40a5cb	491	152	sub_00405E10,sub_00407C70,sub_00407F80,sub_00408070,sub_0040A390,sub_0040A820,sub_0040A8E0,sub_0040ADD0,sub_0040AE20,sub_0040CFA0,sub_004EB7A0,sub_0063B980		c:\program files (x86)\microsoft visual studio 8\vc\include\vector | vector insert iterator outside range
sub_0040A5CB	0x40a5cb	0x40a6e7	284	94	sub_00405E10,sub_00406980,sub_00407F80,sub_00408070,sub_0040ADD0,sub_0040CFA0,sub_004EB7A0		
sub_0040A6E7	0x40a6e7	0x40a7f8	273	97	sub_00405060,sub_004056F0,sub_004080D0,sub_0040CFA0,sub_0040D000,sub_0040D060,sub_004E5F10,sub_004E5F40		
sub_0040A7F8	0x40a7f8	0x40a820	40	26			_Tmp
sub_0040A820	0x40a820	0x40a870	80	35	sub_0040A870,sub_004E5F10		
sub_0040A870	0x40a870	0x40a8e0	112	49	sub_00407920,sub_00407AB0,sub_00409D70,sub_004E5F10		
sub_0040A8E0	0x40a8e0	0x40a990	176	54	sub_004088B0,sub_0040A990,sub_0040ACF0,sub_004E5F10,sub_004EB7A0		vector<T> too long
sub_0040A990	0x40a990	0x40a9f0	96	44	sub_0040A9F0,sub_004E5F10		
sub_0040A9F0	0x40a9f0	0x40aa90	160	58	sub_00408810,sub_004E5F10,sub_004EB990		
sub_0040AA90	0x40aa90	0x40aae0	80	39	sub_004089E0,sub_004E5F10		
sub_0040AAE0	0x40aae0	0x40ab40	96	40	sub_0040AB40,sub_004E5F10,sub_004E6100		
sub_0040AB40	0x40ab40	0x40aba0	96	42	sub_004088B0,sub_004E5F10,sub_004EBBF0		
sub_0040ABA0	0x40aba0	0x40abf0	80	34	sub_0040AB40,sub_004E5F10		
sub_0040ABF0	0x40abf0	0x40ac50	96	40	sub_0040ABA0,sub_004E5F10,sub_004E6100		
sub_0040AC50	0x40ac50	0x40acf0	160	54	sub_00408810,sub_004E5F10,sub_004EBAB0		
sub_0040ACF0	0x40acf0	0x40ada0	176	65	sub_00407C40,sub_00408C50,sub_00408CB0,sub_00408DC0,sub_004E5F10		
sub_0040ADA0	0x40ada0	0x40add0	48	21			
sub_0040ADD0	0x40add0	0x40ae20	80	37	sub_004E5F10,sub_004E6100		
sub_0040AE20	0x40ae20	0x40ae70	80	36	sub_0040D100,sub_004E5F10		
sub_0040AE70	0x40ae70	0x40aec0	80	39	sub_004E5F10,sub_004EC2D0		
sub_0040AEC0	0x40aec0	0x40af20	96	41	sub_00402070,sub_004E5F10	KERNEL32.dll!WideCharToMultiByte	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxwin1.inl
sub_0040AF20	0x40af20	0x40af70	80	31	sub_0040D180,sub_004E5F10		
sub_0040AF70	0x40af70	0x40b153	483	150	sub_004090E0,sub_00409220,sub_00409570,sub_0040AF20,sub_0040B390,sub_0040B3E0,sub_0040B490,sub_0040B4E0,sub_0040D1F0,sub_004EB7A0,sub_0063B980		c:\program files (x86)\microsoft visual studio 8\vc\include\vector | vector insert iterator outside range
sub_0040B153	0x40b153	0x40b26f	284	94	sub_00406980,sub_00409220,sub_00409570,sub_0040AF20,sub_0040B490,sub_0040D1F0,sub_004EB7A0		
sub_0040B26F	0x40b26f	0x40b374	261	94	sub_00406AF0,sub_004095D0,sub_0040D1F0,sub_0040D250,sub_0040D2B0,sub_004E5F10,sub_004E5F40		
sub_0040B374	0x40b374	0x40b390	28	15			_Tmp
sub_0040B390	0x40b390	0x40b3e0	80	39	sub_0040C110,sub_004E5F10		
sub_0040B3E0	0x40b3e0	0x40b490	176	54	sub_004088B0,sub_0040A990,sub_0040ACF0,sub_004E5F10,sub_004EB7A0		vector<T> too long
sub_0040B490	0x40b490	0x40b4e0	80	37	sub_004E5F10,sub_004E6100		
sub_0040B4E0	0x40b4e0	0x40b530	80	36	sub_0040D350,sub_004E5F10		
sub_0040B530	0x40b530	0x40b580	80	37	sub_0040C170,sub_004E5F10		
sub_0040B580	0x40b580	0x40b670	240	81	sub_00406DF0,sub_0040BA90,sub_004E5F10,sub_004E6DC0,sub_004EB520		"(""_Pvector == NULL || (((_Myvec *)_Pvector)->_Myfirst <= _Ptr && _Ptr <= ((_Myvec *)_Pvector)->_Mylast)"", 0) | c:\program files (x86)\microsoft visual studio 8\vc\include\vector | std::_Vector_const_iterator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > >,class std::"
sub_0040B670	0x40b670	0x40b780	272	94	sub_004E5F10,sub_004E6DC0,sub_004EB520		"(""this->_Mycont != NULL"", 0) | c:\program files (x86)\microsoft visual studio 8\vc\include\vector | std::_Vector_const_iterator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > >,class std:: | (""_Myptr + _Off <= ((_Myvec *)(this->_Mycont))->_Mylast && _Myptr + _Off >= ((_Myvec *)(this->_Mycont))->_Myfirst"", 0) | ""out of range"""
sub_0040B780	0x40b780	0x40b7d0	80	33	sub_0040C220,sub_004E5F10		
sub_0040B7D0	0x40b7d0	0x40b894	196	61	sub_00406AF0,sub_00409870,sub_0040C1D0,sub_004E5F10,sub_004E5F40		
sub_0040B894	0x40b894	0x40b8b0	28	15			_Tmp
sub_0040B8B0	0x40b8b0	0x40b900	80	37	sub_0040C310,sub_004E5F10		
sub_0040B900	0x40b900	0x40b950	80	31	sub_0040C370,sub_004E5F10		
sub_0040B950	0x40b950	0x40b9b0	96	43	sub_0040C3D0,sub_004E5F10		
sub_0040B9B0	0x40b9b0	0x40b9f0	64	27	sub_00444710,sub_004E5F10		
sub_0040B9F0	0x40b9f0	0x40ba30	64	27	sub_004447B0,sub_004E5F10		
sub_0040BA30	0x40ba30	0x40ba90	96	44	sub_0040AC50,sub_004E5F10		
sub_0040BA90	0x40ba90	0x40bae0	80	39	sub_0040BAE0,sub_004E5F10		
sub_0040BAE0	0x40bae0	0x40bb20	64	24			
sub_0040BB20	0x40bb20	0x40bbe0	192	77	sub_00405C00,sub_00405C50,sub_00407860,sub_004078B0,sub_00409C10,sub_004E5F10		
sub_0040BBE0	0x40bbe0	0x40bc30	80	35	sub_004E5F10,sub_004EC2F0		
sub_0040BC30	0x40bc30	0x40bd00	208	77	sub_00407920,sub_00407AB0,sub_00409C60,sub_004E5F10,sub_004E6DC0		pOldData->nAllocLength < nLength | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
sub_0040BD00	0x40bd00	0x40be00	256	93	sub_00408C20,sub_00408D60,sub_0040A140,sub_0040A1E0,sub_0040A2B0,sub_0040CB30,sub_004E5F10,sub_0063BAE0,sub_0063BB60		
sub_0040BE00	0x40be00	0x40be70	112	41	sub_0040C520,sub_004E5F10		
sub_0040BE70	0x40be70	0x40bf9a	298	94	sub_00408CB0,sub_0040BE00,sub_0040C4D0,sub_004EB7A0		
sub_0040BF9A	0x40bf9a	0x40bfae	20	4			
sub_0040BFAE	0x40bfae	0x40c030	130	51	sub_00408CB0,sub_0040A140,sub_0040A2B0,sub_0040CB30,sub_004E5F10		
sub_0040C030	0x40c030	0x40c0b0	128	51	sub_0040A2B0,sub_0040C820,sub_004E5F10		c:\program files (x86)\microsoft visual studio 8\vc\include\xstring
sub_0040C0B0	0x40c0b0	0x40c110	96	41			
sub_0040C110	0x40c110	0x40c170	96	41			
sub_0040C170	0x40c170	0x40c1d0	96	43	sub_0040C580,sub_004E5F10		
sub_0040C1D0	0x40c1d0	0x40c220	80	35	sub_0040C630,sub_004E5F10		
sub_0040C220	0x40c220	0x40c310	240	81	sub_00406DF0,sub_0040C480,sub_004E5F10,sub_004E6DC0,sub_004EB520		"(""_Pvector == NULL || (((_Myvec *)_Pvector)->_Myfirst <= _Ptr && _Ptr <= ((_Myvec *)_Pvector)->_Mylast)"", 0) | c:\program files (x86)\microsoft visual studio 8\vc\include\vector | std::_Vector_const_iterator<int,class std::allocator<int> >::_Vector_const_iterator"
sub_0040C310	0x40c310	0x40c370	96	43	sub_0040C3D0,sub_004E5F10		
sub_0040C370	0x40c370	0x40c3d0	96	42	sub_0040C3D0,sub_004E5F10		
sub_0040C3D0	0x40c3d0	0x40c480	176	63	sub_004E5F10,sub_004E6DC0,sub_004EB520,sub_0063B980		"c:\program files (x86)\microsoft visual studio 8\vc\include\vector | vector iterators incompatible | (""Standard C++ Libraries Invalid Argument"", 0) | std::_Vector_const_iterator<int,class std::allocator<int> >::_Compat"
sub_0040C480	0x40c480	0x40c4d0	80	39	sub_0040BAE0,sub_004E5F10		
sub_0040C4D0	0x40c4d0	0x40c520	80	36	sub_0040D3D0,sub_004E5F10		
sub_0040C520	0x40c520	0x40c580	96	41			
sub_0040C580	0x40c580	0x40c630	176	63	sub_004E5F10,sub_004E6DC0,sub_004EB520,sub_0063B980		"c:\program files (x86)\microsoft visual studio 8\vc\include\vector | vector iterators incompatible | (""Standard C++ Libraries Invalid Argument"", 0) | std::_Vector_const_iterator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > >,class std::"
sub_0040C630	0x40c630	0x40c740	272	94	sub_004E5F10,sub_004E6DC0,sub_004EB520		"(""this->_Mycont != NULL"", 0) | c:\program files (x86)\microsoft visual studio 8\vc\include\vector | std::_Vector_const_iterator<int,class std::allocator<int> >::operator += | (""_Myptr + _Off <= ((_Myvec *)(this->_Mycont))->_Mylast && _Myptr + _Off >= ((_Myvec *)(this->_Mycont))->_Myfirst"", 0) | ""out of range"""
sub_0040C740	0x40c740	0x40c790	80	39			
sub_0040C790	0x40c790	0x40c820	144	59	sub_00407240,sub_0040D450,sub_004E5F10,sub_004E6DC0		AtlIsValidString( pszFormat ) | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
sub_0040C820	0x40c820	0x40c870	80	31	sub_004E5F10,sub_0063B980		invalid null pointer
sub_0040C870	0x40c870	0x40c8dc	108	41	sub_00402820,sub_0040C740,sub_004E5F10,sub_004E5F40		
sub_0040C8DC	0x40c8dc	0x40c900	36	23			tResult
sub_0040C900	0x40c900	0x40c96c	108	41	sub_00402820,sub_0040C990,sub_004E5F10,sub_004E5F40		
sub_0040C96C	0x40c96c	0x40c990	36	22			tResult
sub_0040C990	0x40c990	0x40c9e0	80	31			
sub_0040C9E0	0x40c9e0	0x40ca40	96	37	sub_004E5F10,sub_004E8D30,sub_004EC450		
sub_0040CA40	0x40ca40	0x40cae0	160	58	sub_0040D5C0,sub_0040D640,sub_0040D6A0,sub_0040D700,sub_004E5F10		
sub_0040CAE0	0x40cae0	0x40cb30	80	37	sub_004E5F10,sub_004E8D30		
sub_0040CB30	0x40cb30	0x40cb90	96	37	sub_0040D790,sub_0040D7F0,sub_004E5F10		
sub_0040CB90	0x40cb90	0x40cd30	416	144	sub_00402820,sub_004E5F10,sub_004E6DC0,sub_004E8370,sub_004E8490,sub_004E8D30		__atl_condVal | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h
sub_0040CD30	0x40cd30	0x40cda0	112	49	sub_0040D6A0,sub_0040D890,sub_004E5F10		
sub_0040CDA0	0x40cda0	0x40ce20	128	52	sub_0040D6A0,sub_0040D8F0,sub_004E5F10		
sub_0040CE20	0x40ce20	0x40cec0	160	58	sub_0040D9D0,sub_0040DA50,sub_0040DAB0,sub_0040DB10,sub_004E5F10		
sub_0040CEC0	0x40cec0	0x40cf40	128	52	sub_0040DAB0,sub_0040DBC0,sub_004E5F10		
sub_0040CF40	0x40cf40	0x40cfa0	96	37	sub_0040D790,sub_0040DC10,sub_004E5F10		
sub_0040CFA0	0x40cfa0	0x40d000	96	45	sub_0040DCB0,sub_004E5F10		
sub_0040D000	0x40d000	0x40d060	96	41	sub_0040D5C0,sub_0040DD40,sub_004E5F10		
sub_0040D060	0x40d060	0x40d100	160	60	sub_0040D5C0,sub_0040D640,sub_0040DDB0,sub_0040DE10,sub_004E5F10		
sub_0040D100	0x40d100	0x40d180	128	45	sub_00406200,sub_004E5F10,sub_004E61F0,sub_004EB7A0		
sub_0040D180	0x40d180	0x40d1f0	112	49	sub_0040DAB0,sub_0040DE90,sub_004E5F10		
sub_0040D1F0	0x40d1f0	0x40d250	96	45	sub_0040DEC0,sub_004E5F10		
sub_0040D250	0x40d250	0x40d2b0	96	41	sub_0040D9D0,sub_0040DF50,sub_004E5F10		
sub_0040D2B0	0x40d2b0	0x40d350	160	60	sub_0040D9D0,sub_0040DA50,sub_0040DFC0,sub_0040E020,sub_004E5F10		
sub_0040D350	0x40d350	0x40d3d0	128	45	sub_00406200,sub_004E5F10,sub_004E61F0,sub_004EB7A0		
sub_0040D3D0	0x40d3d0	0x40d450	128	47	sub_00406200,sub_004E5F10,sub_004E61F0,sub_004EB7A0		
sub_0040D450	0x40d450	0x40d520	208	81	sub_00402820,sub_00407240,sub_00407860,sub_004078B0,sub_0040D520,sub_0040D570,sub_004E5F10,sub_004E6DC0		AtlIsValidString( pszFormat ) | c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
sub_0040D520	0x40d520	0x40d570	80	39	sub_004E5F10,sub_004EC720		
sub_0040D570	0x40d570	0x40d5c0	80	35	sub_004E5F10,sub_004ECC70		
sub_0040D5C0	0x40d5c0	0x40d614	84	33	sub_0040E140,sub_004E5F10,sub_004E5F40		
sub_0040D614	0x40d614	0x40d640	44	31			_Base_tag
sub_0040D640	0x40d640	0x40d679	57	24	sub_004E5F40		
sub_0040D679	0x40d679	0x40d6a0	39	25			_Cat
sub_0040D6A0	0x40d6a0	0x40d6d9	57	24	sub_004E5F40		
sub_0040D6D9	0x40d6d9	0x40d700	39	27			_Cat
sub_0040D700	0x40d700	0x40d790	144	54	sub_0040D5C0,sub_0040E170,sub_004E5F10		
sub_0040D790	0x40d790	0x40d7c9	57	24	sub_004E5F40		
sub_0040D7C9	0x40d7c9	0x40d7f0	39	23			_Secure
sub_0040D7F0	0x40d7f0	0x40d840	80	35	sub_0040D840,sub_004E5F10		
sub_0040D840	0x40d840	0x40d890	80	33	sub_004E5F10,sub_004EBEF0		
sub_0040D890	0x40d890	0x40d8f0	96	44	sub_0040E0F0,sub_004E5F10		
sub_0040D8F0	0x40d8f0	0x40d9a3	179	59	sub_0040E0A0,sub_0040E0F0,sub_004EB7A0		
sub_0040D9A3	0x40d9a3	0x40d9d0	45	20	sub_004E5F10		
sub_0040D9D0	0x40d9d0	0x40da24	84	33	sub_0040E1F0,sub_004E5F10,sub_004E5F40		
sub_0040DA24	0x40da24	0x40da50	44	31			_Base_tag
sub_0040DA50	0x40da50	0x40da89	57	24	sub_004E5F40		
sub_0040DA89	0x40da89	0x40dab0	39	25			_Cat
sub_0040DAB0	0x40dab0	0x40dae9	57	24	sub_004E5F40		
sub_0040DAE9	0x40dae9	0x40db10	39	27			_Cat
sub_0040DB10	0x40db10	0x40dbc0	176	66	sub_0040E220,sub_0040E280,sub_004E5F10,sub_004EC2F0		c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
sub_0040DBC0	0x40dbc0	0x40dc10	80	37	sub_0040E2D0,sub_004E5F10		
sub_0040DC10	0x40dc10	0x40dc60	80	35	sub_0040DC60,sub_004E5F10		
sub_0040DC60	0x40dc60	0x40dcb0	80	33	sub_004E5F10,sub_004EC2F0		
sub_0040DCB0	0x40dcb0	0x40dd40	144	58	sub_0040D5C0,sub_0040DDB0,sub_0040E340,sub_004E5F10		
sub_0040DD40	0x40dd40	0x40ddb0	112	42	sub_00405730,sub_0040E390,sub_004E5F10		c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
sub_0040DDB0	0x40ddb0	0x40dde9	57	24	sub_004E5F40		
sub_0040DDE9	0x40dde9	0x40de10	39	27			_Cat
sub_0040DE10	0x40de10	0x40de90	128	52	sub_0040D6A0,sub_0040E3F0,sub_004E5F10		
sub_0040DE90	0x40de90	0x40dec0	48	27			
sub_0040DEC0	0x40dec0	0x40df50	144	58	sub_0040D9D0,sub_0040DFC0,sub_0040E480,sub_004E5F10		
sub_0040DF50	0x40df50	0x40dfc0	112	44	sub_0040E220,sub_004E5F10		c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
sub_0040DFC0	0x40dfc0	0x40dff9	57	24	sub_004E5F40		
sub_0040DFF9	0x40dff9	0x40e020	39	26			_Cat
sub_0040E020	0x40e020	0x40e0a0	128	52	sub_0040DAB0,sub_0040E4D0,sub_004E5F10		
sub_0040E0A0	0x40e0a0	0x40e0f0	80	35	sub_0040E580,sub_004E5F10		
sub_0040E0F0	0x40e0f0	0x40e140	80	37	sub_0040E6A0,sub_004E5F10		
sub_0040E140	0x40e140	0x40e170	48	24			
sub_0040E170	0x40e170	0x40e1f0	128	50	sub_00405730,sub_0040E390,sub_004E5F10		c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
sub_0040E1F0	0x40e1f0	0x40e220	48	24			
sub_0040E220	0x40e220	0x40e280	96	37	sub_0040E740,sub_0040E7A0,sub_004E5F10		
sub_0040E280	0x40e280	0x40e2d0	80	31	sub_004E5F10,sub_0063B980		invalid null pointer
sub_0040E2D0	0x40e2d0	0x40e340	112	44	sub_0040E740,sub_0040E820,sub_004E5F10		
sub_0040E340	0x40e340	0x40e390	80	35	sub_0040E890,sub_004E5F10		
sub_0040E390	0x40e390	0x40e3f0	96	37	sub_0040E920,sub_0040E980,sub_004E5F10		
sub_0040E3F0	0x40e3f0	0x40e480	144	53	sub_0040D5C0,sub_0040EA00,sub_004E5F10		
sub_0040E480	0x40e480	0x40e4d0	80	35	sub_0040EA80,sub_004E5F10		
sub_0040E4D0	0x40e4d0	0x40e580	176	65	sub_0040E220,sub_0040E280,sub_004E5F10,sub_004EC2F0		c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
sub_0040E580	0x40e580	0x40e640	192	58	sub_0040A820,sub_0040E640,sub_004E5F10		
sub_0040E640	0x40e640	0x40e670	48	25			
sub_0040E670	0x40e670	0x40e6a0	48	27			
sub_0040E6A0	0x40e6a0	0x40e6e0	64	26	sub_0040E6E0,sub_004E5F10		
sub_0040E6E0	0x40e6e0	0x40e740	96	40	sub_004056F0,sub_004E5F10,sub_004E6100		
sub_0040E740	0x40e740	0x40e779	57	24	sub_004E5F40		
sub_0040E779	0x40e779	0x40e7a0	39	25			_Cat
sub_0040E7A0	0x40e7a0	0x40e820	128	49	sub_0040E280,sub_004E5F10,sub_0063B980		invalid iterator range
sub_0040E820	0x40e820	0x40e890	112	44	sub_0040D9D0,sub_0040EB10,sub_004E5F10		
sub_0040E890	0x40e890	0x40e920	144	56	sub_0040D5C0,sub_0040D6A0,sub_0040EB60,sub_004E5F10		
sub_0040E920	0x40e920	0x40e959	57	24	sub_004E5F40		
sub_0040E959	0x40e959	0x40e980	39	23			_Cat
sub_0040E980	0x40e980	0x40ea00	128	49	sub_0040EC70,sub_004E5F10,sub_0063B980		invalid iterator range
sub_0040EA00	0x40ea00	0x40ea80	128	51	sub_00405730,sub_0040E390,sub_004E5F10		c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
sub_0040EA80	0x40ea80	0x40eb10	144	56	sub_0040D9D0,sub_0040DAB0,sub_0040ECC0,sub_004E5F10		
sub_0040EB10	0x40eb10	0x40eb60	80	35			
sub_0040EB60	0x40eb60	0x40ec3f	223	74	sub_0040E0A0,sub_0040E0F0,sub_0040E390,sub_0040EC70,sub_004EB7A0		c:\program files (x86)\microsoft visual studio 8\vc\include\memory
sub_0040EC3F	0x40ec3f	0x40ec70	49	22	sub_004E5F10		
sub_0040EC70	0x40ec70	0x40ecc0	80	31	sub_004E5F10,sub_0063B980		invalid null pointer
sub_0040ECC0	0x40ecc0	0x40ed60	160	58	sub_0040E220,sub_0040E280,sub_004E5F10,sub_004EC2F0		c:\program files (x86)\microsoft visual studio 8\vc\include\memory
sub_0040ED60	0x40ed60	0x40eda0	64	32			
sub_0040EDA0	0x40eda0	0x40edd0	48	25			
sub_0040EDD0	0x40edd0	0x40ee20	80	35	sub_004075B0,sub_00409040,sub_004E5F10		
sub_0040EE20	0x40ee20	0x40eec0	160	60	sub_0040EF00,sub_0040EFB0,sub_0040F010,sub_004E5F10		
sub_0040EEC0	0x40eec0	0x40ef00	64	25	sub_00406940,sub_004E5F10		
sub_0040EF00	0x40ef00	0x40efb0	176	61	sub_0040B390,sub_0040B3E0,sub_0040B4E0,sub_004E5F10		
sub_0040EFB0	0x40efb0	0x40f010	96	43	sub_00408200,sub_0040F040,sub_004E5F10		
sub_0040F010	0x40f010	0x40f040	48	23			
sub_0040F040	0x40f040	0x40f070	48	21			
sub_0040F070	0x40f070	0x40f0e8	120	44	sub_004E5F10,sub_004E5F40,sub_004E6810	WS2_32.dll!WSAStartup	
sub_0040F0E8	0x40f0e8	0x40f110	40	25			wsa_data
sub_0040F110	0x40f110	0x40f190	128	41	sub_0040EEC0,sub_0040F190,sub_004E5F10		
sub_0040F190	0x40f190	0x40f230	160	55	sub_00406980,sub_0040AF20,sub_0040B490,sub_004E5F10		
sub_0040F230	0x40f230	0x40f280	80	36	sub_004E5F10	WS2_32.dll!WSACleanup	
sub_0040F280	0x40f280	0x40f330	176	47	sub_0040F330,sub_004E5F10,sub_00568A10		
sub_0040F330	0x40f330	0x40f380	80	32	sub_004E5F10,sub_0055C570		
sub_0040F380	0x40f380	0x40f3f0	112	52	sub_0040F3F0,sub_004E5F10,sub_005710C0		
sub_0040F3F0	0x40f3f0	0x40f420	48	21			
sub_0040F420	0x40f420	0x40f480	96	42	sub_0040F480,sub_004E5F10,sub_00568A30		
sub_0040F480	0x40f480	0x40f4c0	64	25	sub_004E5F10,sub_0055DAF0		
sub_0040F4C0	0x40f4c0	0x40f4f0	48	21			
sub_0040F4F0	0x40f4f0	0x40f540	80	36	sub_004E5F10		
sub_0040F540	0x40f540	0x40f570	48	21			
sub_0040F570	0x40f570	0x40f610	160	54	sub_004E5F10,sub_00558AB0,sub_00574B40		
sub_0040F610	0x40f610	0x40f670	96	42	sub_0040F670,sub_004E5F10,sub_00568A30		
sub_0040F670	0x40f670	0x40f700	144	48	sub_004E5F10,sub_00574140,sub_00576410		
sub_0040F700	0x40f700	0x40f760	96	39	sub_004E5F10,sub_00556690,sub_00577AC0		
sub_0040F760	0x40f760	0x40f7a0	64	27	sub_0040F7A0,sub_004E5F10		
sub_0040F7A0	0x40f7a0	0x40f7d0	48	23			
sub_0040F7D0	0x40f7d0	0x40f88d	189	61	sub_004056F0,sub_00405C00,sub_00407860,sub_0040EDD0,sub_00439C10,sub_004E5F10,sub_004E5F40,sub_0055E5A0		
sub_0040F88D	0x40f88d	0x40f8b0	35	24			
sub_0040F8B0	0x40f8b0	0x40f900	80	30	sub_004E5F10		
sub_0040F900	0x40f900	0x40f950	80	36	sub_004E5F10		
sub_0040F950	0x40f950	0x40fa80	304	113	sub_004E5F10,sub_004ED350		
sub_0040FA80	0x40fa80	0x40fb10	144	50			
sub_0040FB10	0x40fb10	0x40fb88	120	38			
sub_0040FB88	0x40fb88	0x40fba0	24	13			
sub_0040FBA0	0x40fba0	0x40fbd0	48	21			
sub_0040FBD0	0x40fbd0	0x40fce0	272	81	sub_00440CD0,sub_004E5F10,sub_00556C90,sub_00558AB0,sub_00574B40,sub_00577CF0,sub_00579990		
sub_0040FCE0	0x40fce0	0x40fd40	96	42	sub_0040FD40,sub_004E5F10,sub_00568A30		
sub_0040FD40	0x40fd40	0x40fe40	256	76	sub_00440E60,sub_004E5F10,sub_00574140,sub_00575B80,sub_00576410,sub_00577E80,sub_005799B0		
sub_0040FE40	0x40fe40	0x40ff00	192	71	sub_004E5F10,sub_00556690,sub_00577AC0		
sub_0040FF00	0x40ff00	0x40ff40	64	27	sub_0040FF40,sub_004E5F10		
sub_0040FF40	0x40ff40	0x40ff70	48	23			
sub_0040FF70	0x40ff70	0x410239	713	188	sub_00441770,sub_00441800,sub_00441C00,sub_00441E50,sub_004E5F10,sub_004E5F40,sub_004E6810,sub_004EC450,sub_004ED3E0,sub_00553D90,sub_00554280,sub_005752F0,sub_0057F5B0,sub_00580F50,sub_0063E2E0,sub_0063E3F0,sub_0063E560		
sub_00410239	0x410239	0x4102a0	103	50			lvcolumn | rect
