code_va	function_start	string_va	encoding	string
0x415c90	0x415c7e	0x415c94	ascii	buffer
0x415ea8	0x415e95	0x415eec	ascii	dwIP
0x415eb4	0x415e95	0x415ee5	ascii	szPort
0x415ec0	0x415e95	0x415ed9	ascii	szLoginName
0x415ecc	0x415e95	0x415ed0	ascii	userName
0x4160f7	0x416060	0x65ec10	ascii	INFORMATION
0x416195	0x416060	0x65ec10	ascii	INFORMATION
0x4161fd	0x416060	0x65ebdc	ascii	core\game.exe
0x41620b	0x416060	0x65e958	ascii	%s\%s
0x41623b	0x416060	0x65ebd0	ascii	game.exe
0x416249	0x416060	0x65e958	ascii	%s\%s
0x416294	0x416060	0x65ebbc	ascii	%s \n 
0x4162aa	0x416060	0x65ec10	ascii	INFORMATION
0x4163e8	0x4163d8	0x416471	ascii	szMapName
0x416400	0x4163d8	0x416466	ascii	strDir
0x41640c	0x4163d8	0x416459	ascii	strSoundPath
0x416418	0x4163d8	0x41644b	ascii	strSoundPath2
0x416424	0x4163d8	0x41643d	ascii	szSessionName
0x416430	0x4163d8	0x416434	ascii	roomName
0x416598	0x416588	0x4165ad	ascii	point
0x4165a4	0x416588	0x4165a8	ascii	menu
0x4167b8	0x416650	0x65eaac	ascii	login.ini
0x4167e6	0x416650	0x65ea64	utf16le	慧敭楄r
0x4167eb	0x416650	0x65ea54	utf16le	敄慦汵却瑥湩g
0x416864	0x416846	0x41688c	ascii	szFolder
0x416870	0x416846	0x416884	ascii	pMalloc
0x4169d0	0x4169be	0x4169e6	ascii	szSessionID
0x4169dc	0x4169be	0x4169e0	ascii	pItem
0x416aa8	0x416a95	0x416abf	ascii	szSubItemText
0x416ab4	0x416a95	0x416ab8	ascii	pItem2
0x416c80	0x416c6e	0x416c96	ascii	szSessionID
0x416c8c	0x416c6e	0x416c90	ascii	pItem
0x416f74	0x416f62	0x416fc9	ascii	pPic
0x416f80	0x416f62	0x416fc4	ascii	pStm
0x416f8c	0x416f62	0x416fb9	ascii	dwByteRead
0x416f98	0x416f62	0x416fb1	ascii	hmWidth
0x416fa4	0x416f62	0x416fa8	ascii	hmHeight
0x4170a3	0x417030	0x65ecd8	ascii	video Files
0x4170db	0x417030	0x74a2a8	ascii	replay
0x4170e2	0x417030	0x65ecc8	ascii	Open db File
0x4170fc	0x417030	0x65ecc0	ascii	.7fr
0x417123	0x417030	0x74a2a8	ascii	replay
0x41712e	0x417030	0x74a2a8	ascii	replay
0x417188	0x417030	0x65ecb4	ascii	"/video=""%s"""
0x417244	0x417030	0x65ebdc	ascii	core\game.exe
0x417253	0x417030	0x65ec9c	ascii	%s/%s  %s  /addfrm=%d
0x41731e	0x417030	0x65ec34	ascii	Error
0x4173b0	0x417391	0x417402	ascii	szCmdLine
0x41747c	0x417450	0x65ec34	ascii	Error
0x41766b	0x417500	0x65ed00	ascii	%s\%s_minimap.bmp
0x417706	0x417500	0x65e9dc	utf16le	乐G慭屰慳杮潵獜湡畧彯業楮慭
0x417742	0x417500	0x65e958	ascii	%s\%s
0x4177e4	0x4177d4	0x41780c	ascii	name
0x4177f0	0x4177d4	0x417806	ascii	fPath
0x4177fc	0x4177d4	0x417800	ascii	fName
0x41794d	0x417820	0x65e114	ascii	PLAYER_NUM
0x417980	0x417820	0x65ed94	ascii	PLAYER_MODE_NUM
0x417a2c	0x417820	0x65ed80	ascii	player_mode%d_name
0x417ab0	0x417820	0x65ed74	ascii	SIDE_NUM
0x417ac4	0x417820	0x65ed68	utf16le	楳敤弱畮m
0x417ad8	0x417820	0x65ed5c	utf16le	楳敤弲畮m
0x417aec	0x417820	0x65ed50	ascii	side1_name
0x417b00	0x417820	0x65ed44	ascii	side2_name
0x417bc4	0x417820	0x65ed34	ascii	bar%d_player_id
0x417c05	0x417820	0x65ed20	ascii	bar%d_select_type
0x417c9f	0x417820	0x65ed14	ascii	bar%d_name
0x417d94	0x417d6c	0x417e62	ascii	nSide
0x417da0	0x417d6c	0x417e5b	ascii	nSide1
0x417dac	0x417d6c	0x417e54	ascii	nSide2
0x417db8	0x417d6c	0x417e4f	ascii	bar1
0x417dc4	0x417d6c	0x417e4a	ascii	bar2
0x417dd0	0x417d6c	0x417e3b	ascii	nPlayerModeNum
0x417df4	0x417d6c	0x417e2b	ascii	strName
0x417e0c	0x417d6c	0x417e22	ascii	Name
0x417e18	0x417d6c	0x417e1c	ascii	iType
0x4181a4	0x418186	0x4181ca	ascii	szTmp
0x4181bc	0x418186	0x4181c0	ascii	szTmp
0x418597	0x418390	0x65edd4	utf16le	pszBuffer[nNewLength] == 0
0x4185a3	0x418390	0x65c548	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
0x418c36	0x418c00	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x418c3b	0x418c00	0x65ca50	utf16le	vector subscript out of range
0x418c4c	0x418c00	0x65c9f8	utf16le	"(""Standard C++ Libraries Out of Range"", 0)"
0x418c58	0x418c00	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x418c74	0x418c00	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x418c79	0x418c00	0x65ee10	utf16le	std::vector<struct session_info_get_host,class std::allocator<struct session_info_get_host> >::operator []
0x418c7e	0x418c00	0x65c82c	utf16le	"""out of range"""
0x418c9c	0x418c00	0x65c800	utf16le	"(""_Pos < size()"", 0)"
0x418ca8	0x418c00	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x418cc4	0x418c00	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x418cc9	0x418c00	0x65ee10	utf16le	std::vector<struct session_info_get_host,class std::allocator<struct session_info_get_host> >::operator []
0x418cce	0x418c00	0x65c82c	utf16le	"""out of range"""
0x418e37	0x418dc0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x418e3c	0x418dc0	0x65cb18	utf16le	vector erase iterator outside range
0x419144	0x419134	0x419148	ascii	_Tmp
0x419791	0x4196f0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x419796	0x4196f0	0x65cb18	utf16le	vector erase iterator outside range
0x419abc	0x419aac	0x419ac0	ascii	_Lock
0x41a01c	0x41a00c	0x41a020	ascii	_Lock
0x41a144	0x41a0c0	0x6a5108	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxwin1.inl
0x41a189	0x41a0c0	0x6a5108	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxwin1.inl
0x41a1cf	0x41a0c0	0x6a5108	ascii	f:\sp\vctools\vc7libs\ship\atlmfc\include\afxwin1.inl
0x41a3d1	0x41a3a0	0x65d9c8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\memory
0x41a3d6	0x41a3a0	0x65eee8	utf16le	auto_ptr not dereferencable
0x41a764	0x41a6f0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41a769	0x41a6f0	0x65cdd8	utf16le	vector insert iterator outside range
0x41ab28	0x41ab15	0x41ab2c	ascii	_Tmp
0x41ab7e	0x41ab40	0x65ce24	ascii	vector<T> too long
0x41ad84	0x41ad10	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41ad89	0x41ad10	0x65cdd8	utf16le	vector insert iterator outside range
0x41b184	0x41b172	0x41b188	ascii	_Tmp
0x41b1ce	0x41b190	0x65ce24	ascii	vector<T> too long
0x41b3e4	0x41b3d4	0x41b3e8	ascii	_Tmp
0x41b4b2	0x41b440	0x65d058	utf16le	"(""_Pvector == NULL || (((_Myvec *)_Pvector)->_Myfirst <= _Ptr && _Ptr <= ((_Myvec *)_Pvector)->_Mylast)"", 0)"
0x41b4bb	0x41b440	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41b4d4	0x41b440	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41b4d9	0x41b440	0x65ef20	utf16le	std::_Vector_const_iterator<struct session_info_get_host,class std::allocator<struct session_info_get_host> >::_Vector_const_iterator
0x41b57e	0x41b530	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41b583	0x41b530	0x65f128	utf16le	vector iterator not dereferencable
0x41b594	0x41b530	0x65c9f8	utf16le	"(""Standard C++ Libraries Out of Range"", 0)"
0x41b59d	0x41b530	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41b5b6	0x41b530	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41b5bb	0x41b530	0x65f030	utf16le	std::_Vector_const_iterator<struct session_info_get_host,class std::allocator<struct session_info_get_host> >::operator *
0x41b5c0	0x41b530	0x65c82c	utf16le	"""out of range"""
0x41b620	0x41b5f0	0x65d3f0	utf16le	"(""this->_Mycont != NULL"", 0)"
0x41b629	0x41b5f0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41b642	0x41b5f0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41b647	0x41b5f0	0x65f1e0	utf16le	std::_Vector_const_iterator<struct session_info_get_host,class std::allocator<struct session_info_get_host> >::operator ++
0x41b66d	0x41b5f0	0x65f170	utf16le	"(""_Myptr < ((_Myvec *)(this->_Mycont))->_Mylast"", 0)"
0x41b676	0x41b5f0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41b68f	0x41b5f0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41b694	0x41b5f0	0x65f1e0	utf16le	std::_Vector_const_iterator<struct session_info_get_host,class std::allocator<struct session_info_get_host> >::operator ++
0x41b699	0x41b5f0	0x65c82c	utf16le	"""out of range"""
0x41b70d	0x41b6d0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41b712	0x41b6d0	0x65d698	utf16le	vector iterators incompatible
0x41b723	0x41b6d0	0x65d638	utf16le	"(""Standard C++ Libraries Invalid Argument"", 0)"
0x41b72f	0x41b6d0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41b74b	0x41b6d0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41b750	0x41b6d0	0x65f2d8	utf16le	std::_Vector_const_iterator<struct session_info_get_host,class std::allocator<struct session_info_get_host> >::_Compat
0x41b8a4	0x41b894	0x41b8a8	ascii	_Tmp
0x41bbe2	0x41bb70	0x65d058	utf16le	"(""_Pvector == NULL || (((_Myvec *)_Pvector)->_Myfirst <= _Ptr && _Ptr <= ((_Myvec *)_Pvector)->_Mylast)"", 0)"
0x41bbeb	0x41bb70	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41bc04	0x41bb70	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41bc09	0x41bb70	0x65f3c8	utf16le	std::_Vector_const_iterator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Vector_const_iterator
0x41bd5d	0x41bd20	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41bd62	0x41bd20	0x65d698	utf16le	vector iterators incompatible
0x41bd73	0x41bd20	0x65d638	utf16le	"(""Standard C++ Libraries Invalid Argument"", 0)"
0x41bd7f	0x41bd20	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41bd9b	0x41bd20	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41bda0	0x41bd20	0x65f5c8	utf16le	std::_Vector_const_iterator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Compat
0x41be50	0x41be20	0x65d3f0	utf16le	"(""this->_Mycont != NULL"", 0)"
0x41be5c	0x41be20	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41be78	0x41be20	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41be7d	0x41be20	0x65f7a8	utf16le	std::_Vector_const_iterator<struct session_info_get_host,class std::allocator<struct session_info_get_host> >::operator +=
0x41bebf	0x41be20	0x65d138	utf16le	"(""_Myptr + _Off <= ((_Myvec *)(this->_Mycont))->_Mylast && _Myptr + _Off >= ((_Myvec *)(this->_Mycont))->_Myfirst"", 0)"
0x41becb	0x41be20	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41bee7	0x41be20	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41beec	0x41be20	0x65f7a8	utf16le	std::_Vector_const_iterator<struct session_info_get_host,class std::allocator<struct session_info_get_host> >::operator +=
0x41bef1	0x41be20	0x65c82c	utf16le	"""out of range"""
0x41bf60	0x41bf30	0x65d3f0	utf16le	"(""this->_Mycont != NULL"", 0)"
0x41bf6c	0x41bf30	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41bf88	0x41bf30	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41bf8d	0x41bf30	0x65f8a0	utf16le	std::_Vector_const_iterator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::operator +=
0x41bfcf	0x41bf30	0x65d138	utf16le	"(""_Myptr + _Off <= ((_Myvec *)(this->_Mycont))->_Mylast && _Myptr + _Off >= ((_Myvec *)(this->_Mycont))->_Myfirst"", 0)"
0x41bfdb	0x41bf30	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41bff7	0x41bf30	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x41bffc	0x41bf30	0x65f8a0	utf16le	std::_Vector_const_iterator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::operator +=
0x41c001	0x41bf30	0x65c82c	utf16le	"""out of range"""
0x41c451	0x41c420	0x65c5e4	utf16le	__atl_condVal
0x41c45d	0x41c420	0x65c430	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h
0x41c498	0x41c420	0x65c5e4	utf16le	__atl_condVal
0x41c4a4	0x41c420	0x65c430	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h
0x41c4df	0x41c420	0x65c5e4	utf16le	__atl_condVal
0x41c4eb	0x41c420	0x65c430	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h
0x41caf4	0x41caec	0x41caf8	ascii	_Base_tag
0x41cb5c	0x41cb52	0x41cb60	ascii	_Cat
0x41cbbc	0x41cba9	0x41cbc0	ascii	_Cat
0x41ccc4	0x41ccb4	0x41ccc8	ascii	_Base_tag
0x41cd2c	0x41cd19	0x41cd30	ascii	_Cat
0x41cd8c	0x41cd79	0x41cd90	ascii	_Cat
0x41d164	0x41d140	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x41d1fc	0x41d1e9	0x41d200	ascii	_Cat
0x41d344	0x41d320	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x41d3dc	0x41d3c9	0x41d3e0	ascii	_Cat
0x41d6a4	0x41d680	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x41d754	0x41d730	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x41d7fa	0x41d7b0	0x65d9c8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\memory
0x41d814	0x41d7b0	0x65d9c8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\memory
0x41d924	0x41d914	0x41d928	ascii	_Val
0x41d9b4	0x41d990	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x41dd8d	0x41dd60	0x65d968	utf16le	invalid null pointer
0x41de3c	0x41de29	0x41de40	ascii	_Cat
0x41deaf	0x41de50	0x65d994	utf16le	invalid iterator range
0x41dfac	0x41df99	0x41dfb0	ascii	_Cat
0x41e01f	0x41dfc0	0x65d994	utf16le	invalid iterator range
0x41e064	0x41e040	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x41e254	0x41e242	0x41e269	ascii	_Tbx
0x41e260	0x41e242	0x41e264	ascii	_Tmp
0x41e34c	0x41e33c	0x41e350	ascii	_Lock
0x41e3a4	0x41e360	0x65d9c8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\memory
0x41e3bb	0x41e360	0x65d9c8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\memory
0x41e49d	0x41e470	0x65d968	utf16le	invalid null pointer
0x41e758	0x41e4f0	0x65fc40	ascii	http://www.7f555.com/
0x41e7a0	0x41e4f0	0x65fb68	ascii	    
0x41e9bb	0x41e970	0x65fe84	ascii	Login
0x41e9dd	0x41e970	0x65fe84	ascii	Login
0x41ec65	0x41ec10	0x65fe84	ascii	Login
0x41ec8b	0x41ec10	0x65fe84	ascii	Login
0x41f0ec	0x41f0dc	0x41f0ff	ascii	info
0x41fa88	0x41f620	0x660308	ascii	dragon
0x41fb3c	0x41fb1e	0x41fb53	ascii	rect
0x41fb48	0x41fb1e	0x41fb4c	ascii	buffer
0x4200a8	0x420089	0x420102	ascii	rect
0x4200b4	0x420089	0x4200fd	ascii	auth
0x4200c0	0x420089	0x4200f8	ascii	name
0x4200cc	0x420089	0x4200f3	ascii	type
0x4200d8	0x420089	0x4200ed	ascii	count
0x4200e4	0x420089	0x4200e8	ascii	stat
0x4207bc	0x420760	0x6603a8	utf16le	昷硸摟瑧m
0x421124	0x4210d5	0x421157	ascii	csExeDir
0x421130	0x4210d5	0x421152	ascii	path
0x421748	0x421720	0x6603f8	ascii	OnFuncSelected:%d/n
0x421757	0x421720	0x6603c4	ascii	c:\7f\src\login\client_red_tm\proj\maindialog.cpp
0x421cc0	0x421c20	0x66040c	ascii	single click index:%d data:%d
0x421d30	0x421d20	0x421d34	ascii	info
0x421de5	0x421d40	0x66042c	ascii	lanch map:%s\n
0x421df4	0x421d40	0x6603c4	ascii	c:\7f\src\login\client_red_tm\proj\maindialog.cpp
0x421fb8	0x421fa5	0x421fcc	ascii	info
0x42230c	0x4222e0	0x66043c	ascii	http://www.7f555.com/qq123.html
0x4223f0	0x4223a0	0x66045c	ascii	http://sl0.70games.com/00/index.php/r144
0x4224d0	0x422480	0x660488	ascii	http://sl0.70games.com/00/release_info.html
0x42258c	0x422560	0x6604b4	ascii	http://sl0.70games.com/00/index.php/live
0x4225ea	0x4225c0	0x6604e0	utf16le	iStart >= 0
0x4225f6	0x4225c0	0x65c548	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
0x422bf6	0x422bc0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x422bfb	0x422bc0	0x65ca50	utf16le	vector subscript out of range
0x422c0c	0x422bc0	0x65c9f8	utf16le	"(""Standard C++ Libraries Out of Range"", 0)"
0x422c18	0x422bc0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x422c34	0x422bc0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x422c39	0x422bc0	0x6604f8	utf16le	std::vector<struct MapInfo,class std::allocator<struct MapInfo> >::operator []
0x422c3e	0x422bc0	0x65c82c	utf16le	"""out of range"""
0x422c5c	0x422bc0	0x65c800	utf16le	"(""_Pos < size()"", 0)"
0x422c68	0x422bc0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x422c84	0x422bc0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x422c89	0x422bc0	0x6604f8	utf16le	std::vector<struct MapInfo,class std::allocator<struct MapInfo> >::operator []
0x422c8e	0x422bc0	0x65c82c	utf16le	"""out of range"""
0x423296	0x423260	0x65c5e4	utf16le	__atl_condVal
0x4232a2	0x423260	0x65c6f8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
0x423531	0x423490	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x423536	0x423490	0x65cb18	utf16le	vector erase iterator outside range
0x42362e	0x4235f0	0x65ce24	ascii	vector<T> too long
0x4237dc	0x4237cc	0x4237e0	ascii	_Lock
0x4239c2	0x423950	0x65d058	utf16le	"(""_Pvector == NULL || (((_Myvec *)_Pvector)->_Myfirst <= _Ptr && _Ptr <= ((_Myvec *)_Pvector)->_Mylast)"", 0)"
0x4239cb	0x423950	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x4239e4	0x423950	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x4239e9	0x423950	0x660598	utf16le	std::_Vector_const_iterator<struct MapInfo,class std::allocator<struct MapInfo> >::_Vector_const_iterator
0x423add	0x423aa0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x423ae2	0x423aa0	0x65d698	utf16le	vector iterators incompatible
0x423af3	0x423aa0	0x65d638	utf16le	"(""Standard C++ Libraries Invalid Argument"", 0)"
0x423aff	0x423aa0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x423b1b	0x423aa0	0x65ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x423b20	0x423aa0	0x660670	utf16le	std::_Vector_const_iterator<struct MapInfo,class std::allocator<struct MapInfo> >::_Compat
0x423df4	0x423de4	0x423df8	ascii	_Base_tag
0x423e5c	0x423e49	0x423e60	ascii	_Cat
0x423ebc	0x423ea9	0x423ec0	ascii	_Cat
0x4240f4	0x4240d0	0x65c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x424194	0x424150	0x65d9c8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\memory
0x4241ab	0x424150	0x65d9c8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\memory
0x4243dd	0x4243b0	0x65d968	utf16le	invalid null pointer
0x42450c	0x4244f9	0x424510	ascii	_Cat
0x42457f	0x424520	0x65d994	utf16le	invalid iterator range
0x424898	0x424886	0x4248c0	ascii	vecString
0x4248a4	0x424886	0x4248bb	ascii	iPos
0x4248b0	0x424886	0x4248b4	ascii	strTmp
0x424bdc	0x424bbc	0x746f68	utf16le	敄敬整楆敬A
0x425054	0x425042	0x425099	ascii	mops
0x425060	0x425042	0x425094	ascii	MAPF
0x42506c	0x425042	0x42508f	ascii	MPFE
0x425358	0x425300	0x6a02fc	ascii	ERROR: Dialog with IDD 0x%04X must have the child style.\n
0x425520	0x425490	0x65e114	ascii	PLAYER_NUM
0x425585	0x425490	0x65ed20	ascii	bar%d_select_type
0x425608	0x425490	0x65ed34	ascii	bar%d_player_id
0x42567b	0x425490	0x65ed14	ascii	bar%d_name
0x425949	0x425900	0x660760	ascii	TYPE
0x42597c	0x425900	0x660758	ascii	CHNM
0x4259f0	0x425900	0x660750	ascii	PCFG
0x425a64	0x425900	0x660748	ascii	MAPF
0x425af2	0x425900	0x660740	ascii	MPFE
0x425cec	0x425cd9	0x425d1a	ascii	ext_type
0x425cf8	0x425cd9	0x425d10	ascii	ext_start
0x425d04	0x425cd9	0x425d08	ascii	ext_len
0x425da0	0x425d30	0x6607a4	ascii	open file %s fail
0x425e40	0x425d30	0x660794	ascii	no more memory
0x425e92	0x425d30	0x66077c	ascii	file size not match rm
0x425f6a	0x425d30	0x660768	ascii	decode lama failed
0x426174	0x42614c	0x4261af	ascii	inMem
0x426180	0x42614c	0x4261a8	ascii	outMem
0x42618c	0x42614c	0x4261a2	ascii	szMmp
0x426198	0x42614c	0x42619c	ascii	szMmo
0x426280	0x4261c0	0x74b610	utf16le	黰M鼰M齰M龰M
0x4262d6	0x4261c0	0x74b610	utf16le	黰M鼰M齰M龰M
0x42632c	0x42631c	0x426343	ascii	state
0x426338	0x42631c	0x42633c	ascii	header
0x426600	0x4265f0	0x42666e	ascii	inBuf
0x42660c	0x4265f0	0x426667	ascii	outBuf
0x426618	0x4265f0	0x426660	ascii	inSize
0x426624	0x4265f0	0x426654	ascii	inProcessed
0x426630	0x4265f0	0x426647	ascii	outProcessed
0x42663c	0x4265f0	0x426640	ascii	status
0x4266ca	0x426680	0x6607a4	ascii	open file %s fail
0x426742	0x426680	0x66077c	ascii	file size not match rm
0x426874	0x4267f0	0x6607cc	ascii	\map
0x4268b2	0x4267f0	0x6607c0	ascii	%s\*.%s
0x426afc	0x426ae9	0x426b53	ascii	csExeDir
0x426b08	0x426ae9	0x426b49	ascii	csMapPath
0x426b14	0x426ae9	0x426b3b	ascii	strFileToFind
0x426b2c	0x426ae9	0x426b30	ascii	finder
0x426bfb	0x426b60	0x6607d4	ascii	.map
0x426c08	0x426b60	0x65b880	utf16le	鑜4鑴4钊4钢4钰4鑈4鐲4
0x426d78	0x426d50	0x426d9f	ascii	szMap
0x426d84	0x426d50	0x426d9a	ascii	info
0x426d90	0x426d50	0x426d94	ascii	mname
0x426f36	0x426f00	0x6604e0	utf16le	iStart >= 0
0x426f42	0x426f00	0x65c548	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
